GroupID,GroupName,VariableID,VariableName,VariableDescription
CARS,California Association of Realtors,Affordability,CARS Affordability Index,C.A.R.'s Traditional Housing Affordability Index (HAI) measures the percentage of households that can afford to purchase the median priced home in the state and regions of California based on traditional assumptions. C.A.R. also reports its traditional and first-time buyer indexes for regions and select counties within the state. The HAI is the most fundamental measure of housing well-being for buyers in the state.
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 15 to 17 years,Estimate; Same house 1 year ago: - 15 to 17 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 15 to 17 years,Margin of Error; Same house 1 year ago: - 15 to 17 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 18 and 19 years,Estimate; Same house 1 year ago: - 18 and 19 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 18 and 19 years,Margin of Error; Same house 1 year ago: - 18 and 19 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 20 to 24 years,Estimate; Same house 1 year ago: - 20 to 24 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 20 to 24 years,Margin of Error; Same house 1 year ago: - 20 to 24 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 25 to 29 years,Estimate; Same house 1 year ago: - 25 to 29 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 25 to 29 years,Margin of Error; Same house 1 year ago: - 25 to 29 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 30 to 34 years,Estimate; Same house 1 year ago: - 30 to 34 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 30 to 34 years,Margin of Error; Same house 1 year ago: - 30 to 34 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 35 to 39 years,Estimate; Same house 1 year ago: - 35 to 39 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 35 to 39 years,Margin of Error; Same house 1 year ago: - 35 to 39 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 40 to 44 years,Estimate; Same house 1 year ago: - 40 to 44 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 40 to 44 years,Margin of Error; Same house 1 year ago: - 40 to 44 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 45 to 49 years,Estimate; Same house 1 year ago: - 45 to 49 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 45 to 49 years,Margin of Error; Same house 1 year ago: - 45 to 49 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 50 to 54 years,Estimate; Same house 1 year ago: - 50 to 54 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 50 to 54 years,Margin of Error; Same house 1 year ago: - 50 to 54 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 55 to 59 years,Estimate; Same house 1 year ago: - 55 to 59 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 55 to 59 years,Margin of Error; Same house 1 year ago: - 55 to 59 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 60 and 61 years,Estimate; Same house 1 year ago: - 60 and 61 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 60 and 61 years,Margin of Error; Same house 1 year ago: - 60 and 61 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 62 to 64 years,Estimate; Same house 1 year ago: - 62 to 64 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 62 to 64 years,Margin of Error; Same house 1 year ago: - 62 to 64 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 65 to 69 years,Estimate; Same house 1 year ago: - 65 to 69 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 65 to 69 years,Margin of Error; Same house 1 year ago: - 65 to 69 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 70 to 74 years,Estimate; Same house 1 year ago: - 70 to 74 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 70 to 74 years,Margin of Error; Same house 1 year ago: - 70 to 74 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 75 to 79 years,Estimate; Same house 1 year ago: - 75 to 79 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 75 to 79 years,Margin of Error; Same house 1 year ago: - 75 to 79 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 80 to 84 years,Estimate; Same house 1 year ago: - 80 to 84 years,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 80 to 84 years,Margin of Error; Same house 1 year ago: - 80 to 84 years,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Estimate; Same house 1 year ago: - 85 years and over,Estimate; Same house 1 year ago: - 85 years and over,The count of people living in the same house as 1 year ago in age bracket
B07001,Geographical Mobility in past year by Age for Current Resident,Margin of Error; Same house 1 year ago: - 85 years and over,Margin of Error; Same house 1 year ago: - 85 years and over,Margin of Error - The count of people living in the same house as 1 year ago in age bracket
